Name,date of death,date of birth,Place,country,latitude,longitude
Charles Marie Ternes,2004-06-06T00:00:00Z,1939-03-10T00:00:00Z,Paris,France,48.85666666666667,2.352222222222222
Charles Marie Ternes,2004-06-06T00:00:00Z,1939-03-10T00:00:00Z,Metz,France,49.119722222222,6.1769444444444
Charles Marie Ternes,2004-06-06T00:00:00Z,1939-03-10T00:00:00Z,Diekirch,Luxembourg,49.86778,6.15583
Guy Thewes,,1967-01-01T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Édouard Thibold,2001-08-04T00:00:00Z,1925-11-21T00:00:00Z,Mullerthal,Luxembourg,49.7902688,6.3071067
Édouard Thibold,2001-08-04T00:00:00Z,1925-11-21T00:00:00Z,Echternach,Luxembourg,49.811666666667,6.4216666666667
Édouard Thibold,2001-08-04T00:00:00Z,1925-11-21T00:00:00Z,Ettelbruck,Luxembourg,49.8470016,6.0984659
Fernand Thibor,1997-01-01T00:00:00Z,1932-01-01T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Fernand Thibor,1997-01-01T00:00:00Z,1932-01-01T00:00:00Z,Ettelbruck,Luxembourg,49.8470016,6.0984659
Fernand Thibor,1997-01-01T00:00:00Z,1932-01-01T00:00:00Z,Besançon,France,47.242222222222,6.0213888888889
Jacques Thiel,1964-06-20T00:00:00Z,1892-05-02T00:00:00Z,Dudelange,Luxembourg,49.48056,6.0875
Jacques Thiel,1964-06-20T00:00:00Z,1892-05-02T00:00:00Z,Bruges,Belgium,51.208888888888886,3.2241666666666666
Armand Thill,2016-04-06T00:00:00Z,1950-01-01T00:00:00Z,Esch-sur-Alzette,Luxembourg,49.496944444444,5.9805555555556
Armand Thill,2016-04-06T00:00:00Z,1950-01-01T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Armand Thill,2016-04-06T00:00:00Z,1950-01-01T00:00:00Z,Nancy,France,48.692777777778,6.1836111111111
Gérard Thill,2025-11-17T00:00:00Z,1925-03-13T00:00:00Z,Brühl,Germany,50.833333333333,6.9
Gérard Thill,2025-11-17T00:00:00Z,1925-03-13T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Jean Thill,1937-10-22T00:00:00Z,1854-11-28T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Jean Thill,1937-10-22T00:00:00Z,1854-11-28T00:00:00Z,Echternach,Luxembourg,49.811666666667,6.4216666666667
Bernard Thomas,,1983-09-30T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Bernard Thomas,,1983-09-30T00:00:00Z,Paris,France,48.85666666666667,2.352222222222222
Bernard Thomas,,1983-09-30T00:00:00Z,Berlin,Germany,52.516666666667,13.383333333333
Henri Trauffler,,1958-12-20T00:00:00Z,Echternach,Luxembourg,49.811666666667,6.4216666666667
Henri Trauffler,,1958-12-20T00:00:00Z,Ettelbruck,Luxembourg,49.8470016,6.0984659
Henri Trauffler,,1958-12-20T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Henri Trauffler,,1958-12-20T00:00:00Z,Trier,Germany,49.75565,6.63935
Henri Trauffler,,1958-12-20T00:00:00Z,Paris,France,48.85666666666667,2.352222222222222
Gilbert Trausch,2018-06-03T00:00:00Z,1931-09-20T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Gilbert Trausch,2018-06-03T00:00:00Z,1931-09-20T00:00:00Z,Paris,France,48.85666666666667,2.352222222222222
Gilbert Trausch,2018-06-03T00:00:00Z,1931-09-20T00:00:00Z,Exeter,United Kingdom,50.72555555555556,-3.526944444444444
Gilbert Trausch,2018-06-03T00:00:00Z,1931-09-20T00:00:00Z,Liège,Belgium,50.639722222222225,5.570555555555556
Gilbert Trausch,2018-06-03T00:00:00Z,1931-09-20T00:00:00Z,Bruges,Belgium,51.208888888888886,3.2241666666666666
Marc Trossen,,1949-09-24T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Jean Ulveling,1878-12-07T00:00:00Z,1796-04-03T00:00:00Z,Niederwiltz,Luxembourg,49.97138888888889,5.925833333333333
Jean Ulveling,1878-12-07T00:00:00Z,1796-04-03T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Nicolas Werveke,1926-02-24T00:00:00Z,1851-07-23T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Nicolas Werveke,1926-02-24T00:00:00Z,1851-07-23T00:00:00Z,Diekirch,Luxembourg,49.86778,6.15583
Renée Wagener,,1962-11-21T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Renée Wagener,,1962-11-21T00:00:00Z,Hagen,Germany,51.359444444444,7.475
Camille Wampach,1958-08-07T00:00:00Z,1884-08-18T00:00:00Z,Echternach,Luxembourg,49.811666666667,6.4216666666667
Camille Wampach,1958-08-07T00:00:00Z,1884-08-18T00:00:00Z,Berlin,Germany,52.516666666667,13.383333333333
Camille Wampach,1958-08-07T00:00:00Z,1884-08-18T00:00:00Z,Hamm,Germany,51.68138888888889,7.819166666666667
Camille Wampach,1958-08-07T00:00:00Z,1884-08-18T00:00:00Z,Bonn,Germany,50.735277777777775,7.102222222222222
Raymond Waringo,2003-08-23T00:00:00Z,1950-02-27T00:00:00Z,Troisvierges,Luxembourg,50.116666666667,6
Raymond Waringo,2003-08-23T00:00:00Z,1950-02-27T00:00:00Z,Bettembourg,Luxembourg,49.51861,6.10278
Josiane Weber,,1957-01-01T00:00:00Z,Esch-sur-Alzette,Luxembourg,49.496944444444,5.9805555555556
Josiane Weber,,1957-01-01T00:00:00Z,Trier,Germany,49.75565,6.63935
Josiane Weber,,1957-01-01T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Paul Weber,1976-12-22T00:00:00Z,1898-10-03T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Henri Wehenkel,,1940-04-17T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Henri Wehenkel,,1940-04-17T00:00:00Z,Paris,France,48.85666666666667,2.352222222222222
Henri Wehenkel,,1940-04-17T00:00:00Z,Esch-sur-Alzette,Luxembourg,49.496944444444,5.9805555555556
Raymond Weiller,2022-01-01T00:00:00Z,1938-01-01T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Raymond Weiller,2022-01-01T00:00:00Z,1938-01-01T00:00:00Z,Leuven,Belgium,50.8775,4.704444
Monique Weis,,1971-12-19T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Monique Weis,,1971-12-19T00:00:00Z,Brussels,Belgium,50.846666666666664,4.351666666666667
Monique Weis,,1971-12-19T00:00:00Z,Differdange,Luxembourg,49.5222,5.8917
Claude Wey,,1954-05-19T00:00:00Z,Wiltz,Luxembourg,49.96889,5.93194
Claude Wey,,1954-05-19T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Claude Wey,,1954-05-19T00:00:00Z,Paris,France,48.85666666666667,2.352222222222222
Jules Wilhelm,1942-01-07T00:00:00Z,1866-05-20T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Jules Wilhelm,1942-01-07T00:00:00Z,1866-05-20T00:00:00Z,Bonn,Germany,50.735277777777775,7.102222222222222
Jules Wilhelm,1942-01-07T00:00:00Z,1866-05-20T00:00:00Z,Paris,France,48.85666666666667,2.352222222222222
Serge Wilmes,,1982-05-06T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Serge Wilmes,,1982-05-06T00:00:00Z,Nancy,France,48.692777777778,6.1836111111111
Alexandre Wiltheim,1684-10-15T00:00:00Z,1604-10-08T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Jean Guillaume Wiltheim,1636-03-23T00:00:00Z,1594-06-06T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Eugène Wolff,1908-10-22T00:00:00Z,1865-09-23T00:00:00Z,Ancona,Italy,43.616666666667,13.516666666667
Eugène Wolff,1908-10-22T00:00:00Z,1865-09-23T00:00:00Z,Oberpallen,Luxembourg,49.72944444444445,5.841111111111111
Eugène Wolff,1908-10-22T00:00:00Z,1865-09-23T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
Eugène Wolff,1908-10-22T00:00:00Z,1865-09-23T00:00:00Z,Lille,France,50.631944444444,3.0575
Eugène Wolff,1908-10-22T00:00:00Z,1865-09-23T00:00:00Z,Paris,France,48.85666666666667,2.352222222222222
Eugène Wolff,1908-10-22T00:00:00Z,1865-09-23T00:00:00Z,Berlin,Germany,52.516666666667,13.383333333333
Eugène Wolff,1908-10-22T00:00:00Z,1865-09-23T00:00:00Z,Echternach,Luxembourg,49.811666666667,6.4216666666667
Jean-Baptiste Wolff,1866-01-01T00:00:00Z,1795-01-01T00:00:00Z,Beringen,Luxembourg,49.76,6.12
Jean-Baptiste Wolff,1866-01-01T00:00:00Z,1795-01-01T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
François-Xavier Wurth-Paquet,1885-02-04T00:00:00Z,1801-04-16T00:00:00Z,Luxembourg,Luxembourg,49.610555555556,6.1327777777778
François-Xavier Wurth-Paquet,1885-02-04T00:00:00Z,1801-04-16T00:00:00Z,Liège,Belgium,50.639722222222225,5.570555555555556
François-Xavier Wurth-Paquet,1885-02-04T00:00:00Z,1801-04-16T00:00:00Z,Esch-sur-Alzette,Luxembourg,49.496944444444,5.9805555555556
Nicole Zens,,2000-01-01T00:00:00Z,Differdange,Luxembourg,49.5222,5.8917
Nicole Zens,,2000-01-01T00:00:00Z,Caen,France,49.18138888888889,-0.3636111111111111
Nicole Zens,,2000-01-01T00:00:00Z,Lisieux,France,49.145555555556,0.22555555555556
Nicole Zens,,2000-01-01T00:00:00Z,Echternach,Luxembourg,49.811666666667,6.4216666666667
